epoch,acc,loss,val_acc,val_loss
0,0.77573138499196537,0.57819128107834372,0.824008,0.447934
1,0.82152925542694455,0.43530147047118939,0.835824,0.416317
2,0.83062765921684023,0.41097603508449615,0.842688,0.386792
3,0.83696542379069838,0.38895207643508911,0.84632,0.368415
4,0.83992553312093654,0.37649116863278631,0.84628,0.365648
5,0.84174734068677781,0.37140748245601957,0.848928,0.35851
6,0.84315957414343001,0.36704171345906056,0.847384,0.355727
7,0.8468218087515933,0.35559339226877434,0.850368,0.347382
8,0.84766755316485753,0.35401870017039017,0.851248,0.342426
9,0.8497739362906902,0.34819640980121935,0.85292,0.337568
10,0.85184840382413662,0.34178019077219862,0.85332,0.334699
11,0.85266223375467542,0.33749728388291722,0.854856,0.328007
12,0.85358244767214386,0.33584257239039911,0.855968,0.328014
13,0.85598404103137082,0.32765972447839187,0.859264,0.319709
14,0.85665425467998424,0.32619259633282399,0.858584,0.320452
15,0.85832978848447194,0.32190552100222164,0.860432,0.316933
16,0.86048670128938998,0.31365141328027907,0.861504,0.318956
17,0.8618085108538891,0.31143024849130752,0.862896,0.311601
18,0.86361170195518655,0.30698496356923527,0.865368,0.304107
19,0.86386968116176888,0.3079647165029607,0.864664,0.30288
20,0.86544414752341337,0.30370481573837871,0.86384,0.30812
21,0.86412234017823608,0.30937055664810731,0.866408,0.298152
22,0.87045212850925768,0.29111442314659025,0.867808,0.294152
23,0.87104255246355178,0.28938877649922318,0.870088,0.289401
24,0.87068882965027017,0.29121278111446414,0.870728,0.292195
25,0.87493883089182223,0.27741797502212068,0.871776,0.289175
26,0.87572872289951809,0.27602640812859891,0.87048,0.29456
27,0.87720744834935416,0.27434333865629867,0.87436,0.286051
28,0.87777659582330825,0.27514443217598378,0.874464,0.284107
29,0.87924468073439088,0.27072584038560693,0.875136,0.280021
